component,n_triples,mean_cosine,median_cosine,q25_cosine,q75_cosine,positive_fraction,mean_incoming_speed,mean_outgoing_speed,replicate,mean_relative_gap_1,mean_relative_gap_3,mean_relative_gap_6
top_3,462,-0.010142588434920162,0.0006483814909125621,-0.2267750944491928,0.20252424563675892,0.5,0.5321998002525818,0.5336089993261774,12,0.173315581342694,0.13307470880874872,0.06640729487849165
top_6,462,0.036051954336614046,0.03627884406835855,-0.1302629159353776,0.2110934998475004,0.5627705627705628,0.9718666426753726,0.9747197910103739,12,0.173315581342694,0.13307470880874872,0.06640729487849165
flag_nested,462,0.01345073620125665,0.02188993882551481,-0.1471911391089231,0.19502180369749195,0.5281385281385281,0.6448287144862704,0.6445770890520712,12,0.173315581342694,0.13307470880874872,0.06640729487849165
market_1,462,0.0323338941199347,0.04107917961259314,-0.31510528689057016,0.3695080525535555,0.5281385281385281,0.3287699400437589,0.3284971543591558,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
block_2_3,462,0.023369544756122993,-0.0005439873986219398,-0.2202181661698079,0.2595948577405208,0.5,0.6164743614312479,0.6208241824395434,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
block_4_6,462,0.03379767696904844,0.046160732592310565,-0.1662843433015342,0.23942067220826974,0.5627705627705628,1.0166154360112525,1.0208398424724372,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
top_3,462,0.0048728913914858766,0.0018144571418165973,-0.1921135673177565,0.217234819069364,0.5021645021645021,0.5650747201980153,0.5698242904957889,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
top_6,462,0.047598841611346546,0.06555093434194315,-0.12863566705692714,0.24900460714408718,0.5909090909090909,0.9284021033023592,0.9315126197874936,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
flag_nested,462,0.034543675251069654,0.03166519956254624,-0.12572580340491898,0.18892348149303118,0.5497835497835498,0.6262818186997849,0.6289126487057645,13,0.16396289234785177,0.12966028527203938,0.07069861221683027
market_1,462,0.07563425443643684,0.09921313592581826,-0.21740208676331851,0.3485913860254998,0.5995670995670995,0.3239140300023801,0.3259116602849615,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
block_2_3,462,0.01405847462934453,0.02874981968155748,-0.22559490145158756,0.2741072284775462,0.512987012987013,0.612758420420353,0.6127599265120592,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
block_4_6,462,0.0016800631373438965,-0.002737187957448827,-0.18219322965970805,0.21365549490725466,0.49783549783549785,1.0294600623729502,1.032591024541787,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
top_3,462,-0.011523517436992266,-0.002636095732140387,-0.20170164887388098,0.18946554384964726,0.49567099567099565,0.5574997643789799,0.5567951285733505,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
top_6,462,0.010720047964620739,0.0006162678891095615,-0.17518656818149286,0.21798064955021662,0.5043290043290043,0.9510581726035043,0.9554749203060422,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
flag_nested,462,0.02358456273284258,0.022539452371263285,-0.14658818640536803,0.18856355266240002,0.5497835497835498,0.6327766256712506,0.6347431094694235,14,0.1743571845473746,0.13034068770821403,0.0688621068541808
market_1,462,0.08880251431772221,0.09839847151956238,-0.2372562559881755,0.4134831326169388,0.5865800865800865,0.3222261995374128,0.3217533384951605,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
block_2_3,462,0.04552326536161316,0.04003277560548768,-0.19903842198278943,0.28868586732079043,0.5562770562770563,0.5895875302927316,0.5885579502322834,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
block_4_6,462,0.03706605548504797,0.06458693243082714,-0.1601199737788602,0.25770669275466207,0.5606060606060606,1.0468271712656503,1.04709896828475,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
top_3,462,0.03540841864641647,0.03430157076009366,-0.16374992718071002,0.2215654465514221,0.5822510822510822,0.5361176470427295,0.5351627733403059,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
top_6,462,0.027744255391529884,0.03701781700460105,-0.15143233075404694,0.21521812671067764,0.5541125541125541,0.9788276888900402,0.980007262063072,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
flag_nested,462,0.0460881150420535,0.04557743110181263,-0.09835142445034614,0.22960534087924878,0.577922077922078,0.6318146580363405,0.6315999930734219,15,0.17420346932841999,0.13248182426135105,0.06781918908846647
market_1,462,0.013281975079115,0.0021632413127480937,-0.298414518202413,0.3569656541859241,0.5043290043290043,0.316435189054853,0.31385378487555615,16,0.16829348661839494,0.13536609023068003,0.06513494521359996
